otherCatalogNumbers,CatalogNumbers,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,macroRegion,eventDate,locality,recordedBy,associatedSequences
DQ246628,DQ246628,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246628
DQ246637,DQ246637,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246637
DQ246638,DQ246638,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246638
DQ246639,DQ246639,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246639
DQ246640,DQ246640,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246640
DQ246641,DQ246641,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246641
DQ246642,DQ246642,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246642
DQ246643,DQ246643,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246643
DQ246644,DQ246644,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246644
DQ246645,DQ246645,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246645
DQ246646,DQ246646,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246646
DQ246647,DQ246647,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246647
DQ246648,DQ246648,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246648
DQ246649,DQ246649,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246649
DQ246650,DQ246650,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246650
DQ246651,DQ246651,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246651
DQ246652,DQ246652,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246652
DQ246653,DQ246653,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246653
DQ246654,DQ246654,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246654
DQ246655,DQ246655,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246655
DQ246656,DQ246656,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246656
DQ246657,DQ246657,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246657
DQ246658,DQ246658,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246658
DQ246659,DQ246659,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246659
DQ246660,DQ246660,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246660
DQ246661,DQ246661,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246661
DQ246662,DQ246662,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246662
DQ246663,DQ246663,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,DQ246663
AY462457,AY462457,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462457
AY462458,AY462458,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462458
AY462459,AY462459,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462459
AY462460,AY462460,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462460
AY462461,AY462461,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462461
AY462462,AY462462,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462462
AY462463,AY462463,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462463
AY462464,AY462464,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462464
AY462465,AY462465,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462465
AY462466,AY462466,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462466
AY462467,AY462467,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462467
AY462468,AY462468,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462468
AY462469,AY462469,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462469
AY462470,AY462470,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462470
AY462471,AY462471,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462471
AY462472,AY462472,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462472
AY462473,AY462473,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462473
AY462474,AY462474,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462474
AY462475,AY462475,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462475
AY462476,AY462476,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462476
AY462477,AY462477,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462477
AY462478,AY462478,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462478
AY462479,AY462479,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Amazon,NA,NA,NA,AY462479
DQ246634,DQ246634,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,DQ246634
AY462480,AY462480,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,AY462480
AY462481,AY462481,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,AY462481
AY462482,AY462482,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,AY462482
AY462483,AY462483,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,AY462483
AY462484,AY462484,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,AY462484
AY462485,AY462485,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,AY462485
AY462486,AY462486,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,AY462486
AY462487,AY462487,Genbank,,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus (sensu stricto),species,NA,NA,NA,NA,French Guiana,NA,Amazon,NA,NA,NA,AY462487
EU161673,EU161673,Genbank,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,EU161673
EU161674,EU161674,Genbank,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,EU161674
CTGAH4499,CTGAH4499,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4499
CTGAH4498,CTGAH4498,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4498
CTGAH4497,CTGAH4497,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4497
CTGAH4496,CTGAH4496,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4496
CTGAH4204,CTGAH4204,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4204
CTGAH4205,CTGAH4205,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4205
CTGAH4203,CTGAH4203,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,CTGAH4203
UFRPE4338,UFRPE4338,UFRPE,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,UFRPE4338
UFRPE2295,UFRPE2295,UFRPE,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,UFRPE2295
UFRPE8547,UFRPE8547,UFRPE,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,UFRPE8547
UFRPE8954,UFRPE8954,UFRPE,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,UFRPE8954
UFRPE9504,UFRPE9504,UFRPE,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,UFRPE9504
AAG1884,AAG1884,,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,AAG1884
AAG5763,AAG5763,,,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,AAG5763
CTGAH4026,CTGAH4026,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,CTGAH4026
CTGAH4031,CTGAH4031,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Sao Francisco River,NA,NA,NA,CTGAH4031
CTGAH4525,CTGAH4525,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4525
CTGAH4526,CTGAH4526,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4526
CTGAH4527,CTGAH4527,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4527
CTGAH4352,CTGAH4352,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4352
CTGAH4528,CTGAH4528,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4528
CTGAH4529,CTGAH4529,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4529
CTGAH4530,CTGAH4530,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4530
CTGAH4531,CTGAH4531,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4531
CTGAH4532,CTGAH4532,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4532
CTGAH4533,CTGAH4533,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4533
CTGAH4534,CTGAH4534,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4534
CTGAH4353,CTGAH4353,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4353
CTGAH4354,CTGAH4354,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4354
CTGAH4355,CTGAH4355,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4355
CTGAH4356,CTGAH4356,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4356
CTGAH4357,CTGAH4357,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4357
CTGAH4535,CTGAH4535,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4535
CTGAH4536,CTGAH4536,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4536
CTGAH4537,CTGAH4537,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Doce River,NA,NA,NA,CTGAH4537
CTGAH4343,CTGAH4343,UFAM,CTGA,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris (sensu stricto),species,NA,NA,NA,NA,Brazil,NA,Southeast Coast,NA,NA,NA,CTGAH4343
